,timestamp,value,pressure
1050,1084039200,1775,0.0
1051,1084042800,1778,0.0
1052,1084046400,1729,0.0
1053,1084050000,1854,0.0
1054,1084053600,1933,0.0
1055,1084057200,1842,0.0
1056,1084060800,1771,0.0
1057,1084064400,1826,0.0
1058,1084068000,1847,0.0
1059,1084071600,1790,0.0
1060,1084075200,1830,0.0
1061,1084078800,1889,0.0
1062,1084082400,1911,0.0
1063,1084086000,1749,0.0
1064,1084089600,1748,0.0
1065,1084093200,1709,0.0
1066,1084096800,1655,0.0
1067,1084100400,1707,0.0
1068,1084104000,1726,0.0
1069,1084107600,1679,0.0
1070,1084111200,1746,0.0
1071,1084114800,1668,0.0
1072,1084118400,1742,0.0
1073,1084122000,1794,0.0
1074,1084125600,1841,0.0
1075,1084129200,1808,0.0
1076,1084132800,1854,0.0
1077,1084136400,1828,0.0
1078,1084140000,1804,0.0
1079,1084143600,1834,0.0
1080,1084147200,1764,0.0
1081,1084150800,1772,0.0
1082,1084154400,1830,0.0
1083,1084158000,1830,0.0
1084,1084161600,1808,0.0
1085,1084165200,1757,0.0
1086,1084168800,1795,0.0
1087,1084172400,1766,0.0
1088,1084176000,1764,0.0
1089,1084179600,1738,0.0
1090,1084183200,1752,0.0
1091,1084186800,1675,0.0
1092,1084190400,1644,0.0
1093,1084194000,1662,0.0
1094,1084197600,1658,0.0
1095,1084201200,1641,0.0
1096,1084204800,1680,0.0
1097,1084208400,1784,0.0
1098,1084212000,1712,0.0
1099,1084215600,1863,0.0
1100,1084219200,1804,0.0
1101,1084222800,1817,0.0
1102,1084226400,1827,0.0
1103,1084230000,1797,0.0
1104,1084233600,1844,0.0
1105,1084237200,1837,0.0
1106,1084240800,1858,0.0
1107,1084244400,1925,0.0
1108,1084248000,1950,0.0
1109,1084251600,1938,0.0
1110,1084255200,1955,0.0
1111,1084258800,1999,0.0
1112,1084262400,1901,0.0
1113,1084266000,1931,0.0
1114,1084269600,1819,0.0
1115,1084273200,1746,0.0
1116,1084276800,1691,0.0
1117,1084280400,1687,0.0
1118,1084284000,1749,0.0
1119,1084287600,1731,0.0
1120,1084291200,1771,0.0
1121,1084294800,1777,0.0
1122,1084298400,1800,0.0
1123,1084302000,1753,0.0
1124,1084305600,1702,0.0
1125,1084309200,1839,0.0
1126,1084312800,1816,0.0
1127,1084316400,1794,0.0
1128,1084320000,1793,0.0
1129,1084323600,1826,0.0
1130,1084327200,1792,0.0
1131,1084330800,1724,0.0
1132,1084334400,1832,0.0
1133,1084338000,1838,0.0
1134,1084341600,1862,0.0
1135,1084345200,1752,0.0
